police_station,junction_name,grid_lat,grid_lon,hour_sin,hour_cos,day_sin,day_cos,police_station_freq,junction_name_freq,vehicle_mass_impact,prev_hour_impact,prev_2hour_impact,predicted_impact,actual_impact
Shivajinagar,No Junction,12.9825,77.6125,-0.25881904510252157,0.9659258262890681,0.0,1.0,0.08265441125269828,0.5119768818327415,2.0,2.5,2.2,1.273738,1.2
Shivajinagar,BTP051 - Safina Plaza Junction,12.981,77.6102,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.08265441125269828,0.04388621962258896,4.0,1.2,5.2,3.6424632,4.3999999999999995
City Market,BTP104 - Medical College Circle,12.9608,77.5778,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0.06268713877863659,0.005379151869646961,0.5,1.2,0.0,1.2073227,1.2
Halasuru Gate,BTP063 - Siddalingaiah Circle,12.9711,77.5928,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,0.025520506928486873,0.0034120186616530884,2.0,0.0,0.0,1.1006784,1.0
HAL Old Airport,No Junction,12.9318,77.6916,-0.25881904510252157,0.9659258262890681,0.0,1.0,0.063818675579695,0.5119768818327415,3.0,2.4,2.0,5.3191195,12.5
Kodigehalli,No Junction,13.0588,77.5931,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.031578580878768886,0.5119768818327415,2.0,0.0,0.0,1.183088,1.0
Wilson Garden,"BTP123 - 10th Cross, Wilson Garden",12.9452,77.595,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,0.013091010375322053,0.003063853492096651,0.5,1.0,1.0,1.0472223,1.0
Mahadevapura,No Junction,12.988,77.7339,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.021986630457489033,0.5119768818327415,2.5,4.5,0.0,6.979591,6.0
HSR Layout,No Junction,12.8917,77.6385,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,0.01568484088851751,0.5119768818327415,2.0,0.0,0.0,1.7766657,1.0
Malleshwaram,"BTP026 - 1st Block Junction, Rajajinagar",13.0016,77.5502,0.25881904510252074,0.9659258262890683,0.0,1.0,0.08923473295731495,0.0032205278183970476,2.0,0.0,0.0,1.1853237,1.2
Wilson Garden,BTP218 - Syndicate Bank Junction,12.9372,77.5853,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,0.013091010375322053,0.0012533946104031752,0.5,0.0,0.0,1.4050627,1.0
Yelahanka,No Junction,13.0973,77.5996,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.006597729963094492,0.5119768818327415,1.0,1.0,0.0,1.2235714,1.0
Malleshwaram,"BTP001 - 10th Cross, Dr. Rajkumar Road",13.0086,77.5546,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0.08923473295731495,0.00981825778149154,2.0,1.2,3.5999999999999996,1.1787937,1.2
Halasuru Gate,"BTP080 - NR Road, SP Road Junction",12.9642,77.5809,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,0.025520506928486873,0.014762203189192953,2.0,0.0,0.0,1.3889066,1.0
Rajajinagar,BTP023 - Mahalaxmi Layout Entrance,13.0064,77.5486,0.7071067811865475,0.7071067811865476,0.0,1.0,0.03814149432490774,0.007050344683517861,2.5,0.0,0.0,3.7861953,3.599999999999999
City Market,No Junction,12.9697,77.5757,0.0,1.0,0.9749279121818236,-0.22252093395631434,0.06268713877863659,0.5119768818327415,0.5,1.2,1.0,1.1075058,1.2
K.R. Pura,No Junction,13.0057,77.6858,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,0.024632685746117957,0.5119768818327415,4.0,3.7,3.0,3.4521558,2.4
Upparpet,BTP044 - Sagar Theatre Junction,12.9766,77.5797,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0.1027261332776269,0.03302346633242811,2.0,1.2,0.0,1.1148187,1.0
Rajajinagar,No Junction,13.0164,77.5498,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0.03814149432490774,0.5119768818327415,1.0,0.0,0.0,1.3731012,1.2
Vijayanagara,"BTP016 - 5th Main Road, RPC Layout",12.9648,77.5392,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0.048238284242044425,0.007050344683517861,2.5,0.0,0.0,2.846706,2.4
HAL Old Airport,No Junction,12.9713,77.7123,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0.063818675579695,0.5119768818327415,2.0,0.0,0.0,1.3910593,1.2
Magadi Road,"BTP062 - Basava Mantapa, Dr. Rajkumar Road",12.9801,77.555,-0.5000000000000004,0.8660254037844384,0.0,1.0,0.026460552886289256,0.0017756423647378315,0.5,0.0,0.0,1.1296123,1.0
Whitefield,No Junction,12.9876,77.7346,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.009296010027156883,0.5119768818327415,8.0,18.0,8.0,11.425012,20.0
Adugodi,BTP135 - UCO Bank Junction,12.9344,77.6126,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,0.0157544739224288,0.0034816516955643757,2.0,0.0,0.0,1.2504123,1.0
Chikkajala,No Junction,13.1224,77.6311,0.9659258262890683,0.25881904510252074,0.0,1.0,0.0190968595501706,0.5119768818327415,2.0,2.5,0.0,1.2673361,1.0
Rajajinagar,"BTP170 - Dr. Bheem Rao Palace, Chord Road",12.9898,77.5507,0.7071067811865475,0.7071067811865476,-0.433883739117558,-0.9009688679024191,0.03814149432490774,0.002611238771673282,2.0,0.0,0.0,1.6444957,2.5
HSR Layout,No Junction,12.9116,77.638,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,0.01568484088851751,0.5119768818327415,1.0,1.2,1.0,1.181079,1.0
Halasuru Gate,"BTP080 - NR Road, SP Road Junction",12.9642,77.584,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,0.025520506928486873,0.014762203189192953,0.5,0.0,0.0,1.1615973,1.0
Shivajinagar,BTP051 - Safina Plaza Junction,12.9829,77.6062,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0.08265441125269828,0.04388621962258896,1.5,0.0,0.0,2.767122,2.4
Bellandur,No Junction,12.9134,77.6787,1.0,6.123233995736766e-17,0.0,1.0,0.01704268504978762,0.5119768818327415,1.0,0.0,0.0,1.2282268,1.2
Vijayanagara,BTP069 - MC Circle,12.9753,77.5481,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,0.048238284242044425,0.0029419956827518973,1.0,0.0,0.0,1.3201871,2.4
Bellandur,No Junction,12.9262,77.6767,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0.01704268504978762,0.5119768818327415,2.0,0.0,0.0,1.1837962,1.0
Upparpet,BTP040 - Elite Junction,12.9775,77.578,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,0.1027261332776269,0.028967342107095607,2.0,2.0,2.4,0.98782754,1.0
Rajajinagar,"BTP204 - ESI Hospital, Rajajinagar",12.9899,77.5561,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,0.03814149432490774,0.0022630736021168442,0.5,0.0,0.0,1.2858417,1.2
K.G. Halli,No Junction,13.0147,77.6276,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,0.0028375461318849663,0.5119768818327415,2.0,0.0,0.0,1.340451,1.0
Rajajinagar,BTP023 - Mahalaxmi Layout Entrance,13.0081,77.5485,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,0.03814149432490774,0.007050344683517861,1.5,1.2,1.2,3.1355073,3.4000000000000004
Chikkajala,No Junction,13.1843,77.6797,0.7071067811865475,0.7071067811865476,-0.433883739117558,-0.9009688679024191,0.0190968595501706,0.5119768818327415,8.0,10.0,5.0,6.309191,3.9999999999999996
Malleshwaram,No Junction,12.9997,77.5694,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.08923473295731495,0.5119768818327415,7.0,3.4,3.2,6.101563,8.400000000000002
Electronic City,No Junction,12.8416,77.6475,0.7071067811865475,0.7071067811865476,-0.9749279121818236,-0.2225209339563146,0.015893739990251374,0.5119768818327415,1.0,1.0,2.4,1.3580654,1.0
Madiwala,No Junction,12.917,77.6291,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,0.00788594109045331,0.5119768818327415,1.0,1.2,1.0,1.6018507,1.2
Shivajinagar,BTP051 - Safina Plaza Junction,12.9829,77.6072,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,0.08265441125269828,0.04388621962258896,1.0,6.0,1.2,1.6339445,2.4
HSR Layout,No Junction,12.9099,77.6274,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,0.01568484088851751,0.5119768818327415,2.0,0.0,0.0,1.3418376,1.2
Halasuru Gate,BTP063 - Siddalingaiah Circle,12.9713,77.5936,0.49999999999999994,0.8660254037844387,0.0,1.0,0.025520506928486873,0.0034120186616530884,2.0,0.0,0.0,1.1515892,1.0
Malleshwaram,No Junction,13.0112,77.5546,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.08923473295731495,0.5119768818327415,6.0,2.2,1.2,3.8296347,3.2000000000000006
Kodigehalli,No Junction,13.0355,77.589,-0.25881904510252157,0.9659258262890681,0.0,1.0,0.031578580878768886,0.5119768818327415,4.0,1.2,1.2,2.8405735,4.8
Vijayanagara,BTP028 - Vijayanagar Bus Stand Junction,12.9724,77.5378,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,0.048238284242044425,0.003290160852308335,6.0,1.0,1.2,4.5690193,3.4000000000000004
Rajajinagar,No Junction,13.0219,77.5334,0.0,1.0,0.9749279121818236,-0.22252093395631434,0.03814149432490774,0.5119768818327415,1.0,0.0,0.0,1.2281091,1.2
Shivajinagar,BTP051 - Safina Plaza Junction,12.9797,77.6071,0.0,1.0,-0.433883739117558,-0.9009688679024191,0.08265441125269828,0.04388621962258896,1.5,0.0,0.0,2.373758,2.4
Yelahanka,No Junction,13.0997,77.5887,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,0.006597729963094492,0.5119768818327415,2.5,2.0,1.0,3.1599553,1.9999999999999996
Mahadevapura,No Junction,12.9963,77.6938,0.0,1.0,-0.433883739117558,-0.9009688679024191,0.021986630457489033,0.5119768818327415,2.0,1.2,1.0,1.6289768,1.2
Shivajinagar,BTP211 - Central Street Junction,12.9809,77.6025,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,0.08265441125269828,0.01808718055845693,0.5,1.2,0.0,1.1758192,1.2
Yeshwanthpura,No Junction,13.0308,77.5363,0.8660254037844386,0.5000000000000001,0.0,1.0,0.008181881484576284,0.5119768818327415,1.0,0.0,0.0,1.3391128,1.2
City Market,"BTP083 - AS Char Street, Mysore Road",12.9684,77.5749,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,0.06268713877863659,0.011924657057307986,1.0,1.0,4.4,1.2177247,1.0
City Market,BTP082 - KR Market Junction,12.9641,77.5768,-0.9659258262890684,0.2588190451025203,0.0,1.0,0.06268713877863659,0.03944711371074438,1.0,1.2,1.2,1.3445724,1.2
Pulikeshinagar(F.Town),No Junction,12.9995,77.6251,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,0.013561033354223243,0.5119768818327415,1.0,0.0,0.0,1.0995977,1.0
Upparpet,BTP040 - Elite Junction,12.9759,77.5759,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,0.1027261332776269,0.028967342107095607,1.0,1.2,6.0,1.2868426,1.2
Rajajinagar,BTP023 - Mahalaxmi Layout Entrance,13.0073,77.5485,0.7071067811865475,0.7071067811865476,-0.9749279121818236,-0.2225209339563146,0.03814149432490774,0.007050344683517861,8.0,1.2,0.0,6.420826,3.9999999999999996
Halasuru Gate,BTP075 - Police Corner,12.9679,77.5879,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0.025520506928486873,0.0006441055636794095,2.0,0.0,0.0,1.2103697,1.2
Hebbala,No Junction,13.0716,77.5931,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0.009208968734767774,0.5119768818327415,2.0,2.0,0.0,1.3472939,1.2
Kamakshipalya,No Junction,12.9891,77.5077,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,0.005083211475523989,0.5119768818327415,1.0,0.0,0.0,1.2392724,1.0
Halasuru Gate,BTP180 - Swagath Poornima Theatre,12.9612,77.5869,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0.025520506928486873,0.001288211127358819,3.0,0.0,0.0,2.5389154,2.4
Pulikeshinagar(F.Town),No Junction,12.9937,77.6087,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,0.013561033354223243,0.5119768818327415,0.5,0.0,0.0,1.1432283,1.2
HAL Old Airport,No Junction,12.9614,77.7018,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.063818675579695,0.5119768818327415,2.0,1.0,1.0,1.017134,1.0
Halasur,No Junction,12.9726,77.6187,-0.25881904510252157,0.9659258262890681,0.0,1.0,0.01305619385836641,0.5119768818327415,1.0,0.0,0.0,1.103466,1.0
Electronic City,No Junction,12.8417,77.6451,0.9659258262890683,-0.25881904510252063,0.0,1.0,0.015893739990251374,0.5119768818327415,0.5,1.0,0.0,0.9920402,1.0
Vijayanagara,BTP067 - Jai Muni Rao Circle,12.9783,77.5436,-0.7071067811865477,0.7071067811865474,0.0,1.0,0.048238284242044425,0.0015319267460483254,0.5,1.2,2.4,1.069396,1.2
Magadi Road,"BTP070 - Cholurpalya Junction, Magadi Road",12.9739,77.5508,-0.7071067811865477,0.7071067811865474,0.0,1.0,0.026460552886289256,0.004247615068588538,2.0,0.0,0.0,1.4123178,1.2
Upparpet,No Junction,12.9788,77.5823,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.1027261332776269,0.5119768818327415,3.0,0.0,0.0,2.6468048,4.8
City Market,BTP082 - KR Market Junction,12.964,77.5768,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,0.06268713877863659,0.03944711371074438,1.5,0.0,0.0,2.7302969,2.4
Vijayanagara,BTP207 - 8th Main Road Basaveshwara Nagar,12.9916,77.5382,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.048238284242044425,0.001444885453659216,1.0,1.2,0.0,1.5938859,1.2
Rajajinagar,BTP027 - Modi Bridge Junction,12.9992,77.5488,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,0.03814149432490774,0.01305619385836641,3.0,1.2,1.0,4.070656,3.2000000000000006
City Market,BTP118 - Basappa Circle,12.9563,77.5772,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0.06268713877863659,0.00231529837755031,1.0,0.0,0.0,1.2011237,1.9999999999999996
Upparpet,BTP057 - Anand Rao Junction,12.9784,77.5752,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,0.1027261332776269,0.013317317735533737,3.5,2.0,1.2,3.762298,3.2000000000000006
R.T. Nagar,No Junction,13.0231,77.5849,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.004508738945755867,0.5119768818327415,1.0,0.0,0.0,1.1434572,1.0
Kodigehalli,No Junction,13.0474,77.576,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,0.031578580878768886,0.5119768818327415,1.0,1.2,0.0,1.2628549,1.2
City Market,BTP043 - Upparpet Junction,12.9715,77.5765,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,0.06268713877863659,0.006475872153749739,1.0,1.2,0.0,1.3384073,1.2
Basavanagudi,BTP108 - Tagore Park Junction,12.9448,77.5711,0.7071067811865475,0.7071067811865476,-0.7818314824680299,0.6234898018587334,0.018417937469535548,0.008843395306733514,1.0,0.0,0.0,1.5849526,1.2
HAL Old Airport,No Junction,12.9305,77.6855,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146,0.063818675579695,0.5119768818327415,2.0,1.0,0.0,1.3199091,1.0
City Market,"BTP080 - NR Road, SP Road Junction",12.9633,77.5809,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,0.06268713877863659,0.014762203189192953,1.0,2.4,3.0,1.3268566,2.4
Upparpet,BTP058 - Subbanna Junction,12.9787,77.5795,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,0.1027261332776269,0.017965322749112177,2.5,2.2,1.0,2.5003667,1.9999999999999996
Jayanagara,"BTP202 - East End Main Road, Jayanagar",12.9189,77.5972,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,0.011559083629273728,0.0003307569110786157,0.5,0.0,0.0,1.2010598,1.0
HAL Old Airport,No Junction,12.9432,77.6979,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,0.063818675579695,0.5119768818327415,2.0,0.0,0.0,1.8567017,1.2
Rajajinagar,No Junction,13.0075,77.5266,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0.03814149432490774,0.5119768818327415,1.0,0.0,0.0,1.8550001,2.5
HAL Old Airport,No Junction,12.9578,77.701,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.063818675579695,0.5119768818327415,0.5,0.0,0.0,1.181379,1.0
Shivajinagar,BTP051 - Safina Plaza Junction,12.9822,77.6065,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.08265441125269828,0.04388621962258896,3.0,12.4,6.8,5.0601096,5.4
Chamarajpet,"BTP093 - Toll Gate, Mysore Road",12.9579,77.5538,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.013299909477055916,0.00047002297890119075,1.0,0.0,0.0,1.4879901,1.2
Shivajinagar,BTP051 - Safina Plaza Junction,12.9823,77.6079,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0.08265441125269828,0.04388621962258896,0.5,2.4,0.0,1.2339345,1.2
Kodigehalli,No Junction,13.0704,77.5879,0.9659258262890683,0.25881904510252074,0.0,1.0,0.031578580878768886,0.5119768818327415,3.0,0.0,0.0,3.6624103,4.8
Hulimavu,No Junction,12.8496,77.5886,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.00844300536174361,0.5119768818327415,0.5,0.0,0.0,1.0854303,1.2
Upparpet,BTP040 - Elite Junction,12.9764,77.5773,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,0.1027261332776269,0.028967342107095607,0.5,1.2,1.2,1.1846043,1.2
Yeshwanthpura,No Junction,13.0288,77.5377,-0.9659258262890684,0.2588190451025203,0.0,1.0,0.008181881484576284,0.5119768818327415,1.0,0.0,0.0,1.4715499,2.5
Ashok Nagar,No Junction,12.9741,77.6094,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,0.008773762272822228,0.5119768818327415,5.0,0.0,0.0,3.988157,5.0
Mahadevapura,No Junction,12.9836,77.6799,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0.021986630457489033,0.5119768818327415,2.0,0.0,0.0,1.4773341,1.9999999999999996
Upparpet,BTP040 - Elite Junction,12.9756,77.5761,-0.9659258262890684,0.2588190451025203,0.0,1.0,0.1027261332776269,0.028967342107095607,2.0,2.4,2.2,1.1751902,1.2
HAL Old Airport,No Junction,12.9576,77.7009,-0.9659258262890684,0.2588190451025203,0.0,1.0,0.063818675579695,0.5119768818327415,0.5,1.0,2.0,1.6621242,1.0
Halasuru Gate,BTP082 - KR Market Junction,12.9643,77.5804,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.025520506928486873,0.03944711371074438,1.0,1.0,0.0,1.2487077,1.2
Upparpet,BTP044 - Sagar Theatre Junction,12.9778,77.5795,-0.25881904510252157,0.9659258262890681,0.0,1.0,0.1027261332776269,0.03302346633242811,1.5,2.4,3.0,2.5719504,1.9999999999999996
Malleshwaram,No Junction,13.0118,77.5523,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,0.08923473295731495,0.5119768818327415,6.0,1.0,0.0,3.3192132,3.599999999999999
Jeevanbheemanagar,No Junction,12.9792,77.6418,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0.021464382703154376,0.5119768818327415,2.0,0.0,0.0,1.3155087,1.0
Upparpet,BTP040 - Elite Junction,12.9771,77.5765,0.7071067811865475,0.7071067811865476,0.7818314824680298,0.6234898018587336,0.1027261332776269,0.028967342107095607,2.5,3.0,2.0,4.334853,3.9999999999999996
Rajajinagar,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",12.994,77.5546,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146,0.03814149432490774,0.004386881136411114,1.0,2.4,1.2,1.210423,1.2
Upparpet,BTP058 - Subbanna Junction,12.978,77.5795,0.0,1.0,-0.433883739117558,-0.9009688679024191,0.1027261332776269,0.017965322749112177,4.0,3.0,1.2,2.5667884,2.2
Whitefield,No Junction,12.9661,77.7491,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,0.009296010027156883,0.5119768818327415,2.0,0.0,0.0,1.1041222,1.9999999999999996
Rajajinagar,No Junction,13.0106,77.536,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,0.03814149432490774,0.5119768818327415,1.0,2.5,1.0,1.6253309,1.0
Jeevanbheemanagar,No Junction,12.9596,77.6459,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0.021464382703154376,0.5119768818327415,1.0,1.0,1.0,1.1598452,1.0
R.T. Nagar,No Junction,13.0277,77.586,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.004508738945755867,0.5119768818327415,1.0,1.0,1.0,1.1629491,1.0
Sadashivanagar,No Junction,13.004,77.5783,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,0.006684771255483601,0.5119768818327415,2.0,0.0,0.0,1.3157845,2.5
